,Path,CBO,CC,DIT,LCOM,LOC,NOC,RFC,WMC,class_frequency,will_change,number_of_changes,change_probability
3415,3415,16,24,0,0,72,0,24,0,4,0,0,0
3416,3416,1,5,0,0,5,0,0,0,4,0,0,0
3417,3417,1,1,0,0,0,0,0,0,4,0,0,0
3418,3418,18,38,0,0.2,116,0,54,0,4,0,1,0.25
3419,3419,17,2,0,0,9,0,12,0,4,0,0,0
3420,3420,17,2,0,0,9,0,12,0,4,0,0,0
3421,3421,9,2,0,0,7,0,4,0,4,0,0,0
3422,3422,8,3,0,0,9,0,5,0,4,0,0,0
3423,3423,13,2,0,0,7,0,6,0,4,0,0,0
3424,3424,6,5,0,0,7,0,3,0,4,0,0,0
3425,3425,8,2,0,0,4,0,2,0,4,0,0,0
3426,3426,9,3,0,0,6,0,5,0,4,0,0,0
3427,3427,1,1,0,0,0,0,0,0,4,0,0,0
3428,3428,13,16,0,0,45,0,18,0,4,0,0,0
3429,3429,10,2,0,0,7,0,3,0,4,0,0,0
3430,3430,11,3,0,0,9,0,6,0,4,0,0,0
3431,3431,11,2,0,0,9,0,9,0,4,0,0,0
3432,3432,23,2,0,0,15,0,22,0,4,0,1,0.25
3433,3433,8,4,0,0,10,0,4,0,4,0,0,0
3434,3434,8,4,0,0,10,0,4,0,4,0,0,0
3445,3445,5,3,2,0,6,0,5,0,4,0,0,0
3460,3460,7,8,0,0,26,0,11,0,4,0,0,0
3461,3461,9,9,0,0,30,0,12,0,4,0,0,0
3462,3462,7,9,0,0,26,0,13,0,4,0,0,0
3463,3463,5,2,0,0,5,0,6,0,4,0,0,0
3465,3465,0,5,0,0.2,10,0,0,0,4,0,0,0
3466,3466,3,6,0,0,14,0,2,0,4,0,0,0
3468,3468,11,26,0,0.33,90,0,28,0,4,1,0,0
3469,3469,5,6,0,0,16,0,3,0,4,0,0,0
3470,3470,4,4,0,0,7,0,3,0,4,0,0,0
3471,3471,1,2,0,0,0,0,0,0,4,0,0,0
3472,3472,3,4,0,0,7,0,2,0,4,0,0,0
3473,3473,4,6,0,0,10,0,3,0,4,0,0,0
3474,3474,5,4,0,0,8,0,5,0,4,0,0,0
3475,3475,4,3,2,0.33,6,0,3,0,4,0,0,0
3476,3476,4,3,2,0.33,6,0,3,0,4,0,0,0
3477,3477,0,3,0,0,0,0,0,0,4,0,0,0
3478,3478,9,7,0,0.5,21,0,7,0,4,0,0,0
3479,3479,4,6,2,0,14,0,3,0,4,0,0,0
3480,3480,7,8,0,0.25,14,0,7,0,4,0,0,0
3483,3483,0,4,0,0.25,8,0,0,0,4,0,0,0
3484,3484,3,6,0,0,14,0,2,0,4,0,0,0
3486,3486,16,44,0,0.76,163,0,50,0,4,1,1,0.25
3487,3487,5,6,0,0,16,0,3,0,4,0,0,0
3488,3488,3,4,0,0,7,0,2,0,4,0,0,0
3489,3489,1,2,0,0,0,0,0,0,4,0,0,0
3490,3490,3,4,0,0,7,0,2,0,4,0,0,0
3491,3491,3,6,0,0,10,0,2,0,4,0,0,0
3492,3492,5,4,0,0,8,0,5,0,4,0,0,0
3493,3493,4,3,2,0.33,6,0,3,0,4,0,0,0
3494,3494,4,3,2,0.33,6,0,3,0,4,0,0,0
3495,3495,0,3,0,0,0,0,0,0,4,0,0,0
3496,3496,8,5,0,0.5,16,0,6,0,4,0,0,0
3497,3497,4,5,2,0,12,0,3,0,4,0,0,0
3498,3498,7,8,0,0.25,14,0,7,0,4,0,0,0
3501,3501,6,6,0,0,35,0,8,0,4,0,0,0
3502,3502,7,6,0,0,41,0,10,0,4,0,0,0
3527,3527,2,17,0,0,21,0,0,0,4,0,0,0
3528,3528,0,15,0,0,15,0,0,0,4,0,0,0
3544,3544,0,33,0,0,33,0,0,0,4,1,1,0.25
3546,3546,2,42,0,0.82,49,0,2,0,4,1,1,0.25
3547,3547,4,16,3,0.71,15,0,2,0,4,0,0,0
3550,3550,1,39,0,0,39,0,0,0,4,1,1,0.25
3568,3568,4,40,0,0,29,0,5,0,4,0,0,0
3571,3571,5,33,0,0.6,33,0,1,0,4,0,0,0
3577,3577,6,21,0,0,31,0,23,0,4,0,0,0
3578,3578,3,3,0,0,5,0,2,0,4,0,0,0
3579,3579,10,14,0,0,10,0,13,0,4,0,0,0
3580,3580,2,2,0,0,2,0,0,0,4,0,0,0
3581,3581,2,2,0,0,2,0,0,0,4,0,0,0
3582,3582,17,34,0,0,23,0,33,0,4,0,0,0
3583,3583,24,40,0,0,30,0,29,0,4,0,1,0.25
3584,3584,7,4,0,0,6,0,3,0,4,0,0,0
3585,3585,6,6,0,0,7,0,5,0,4,0,0,0
3586,3586,19,30,0,0,22,0,26,0,4,0,0,0
3587,3587,41,110,0,0,66,0,105,0,4,0,0,0
3588,3588,8,10,0,0,8,0,7,0,4,0,0,0
3589,3589,14,24,0,0,17,0,24,0,4,0,0,0
3590,3590,4,2,0,0,3,0,0,0,4,0,0,0
3591,3591,26,93,0,0,60,0,48,0,4,0,0,0
3592,3592,9,17,0,0,12,0,13,0,4,0,0,0
3593,3593,27,73,0,0,45,0,67,0,4,0,1,0.25
3594,3594,27,119,0,0,85,0,46,0,4,0,0,0
3595,3595,14,22,0,0,16,0,21,0,4,0,0,0
3596,3596,13,6,0,0,23,0,11,0,4,0,0,0
3597,3597,15,11,0,0,27,0,18,0,4,0,0,0
3598,3598,6,2,7,0,3,0,1,0,4,0,0,0
3599,3599,30,18,7,0.67,91,0,42,0,4,0,0,0
3600,3600,20,4,7,0,14,0,25,0,4,0,0,0
3601,3601,16,7,7,0.6,21,0,18,0,4,0,0,0
3602,3602,23,11,7,0,34,0,13,0,4,0,0,0
3603,3603,39,28,7,0.63,93,0,41,0,4,0,1,0.25
3604,3604,29,21,7,0.8,72,0,38,0,4,0,1,0.25
3605,3605,28,18,7,0.78,79,0,31,0,4,0,1,0.25
3606,3606,27,14,7,0.42,37,0,31,0,4,0,0,0
3607,3607,7,7,7,0,11,0,1,0,4,0,0,0
3608,3608,50,251,7,0,1071,0,108,0,4,1,0,0
3609,3609,23,24,7,0.56,56,0,32,0,4,0,0,0
3610,3610,16,5,7,0,12,0,11,0,4,0,0,0
3611,3611,70,77,7,0.67,248,0,93,0,4,1,0,0
3612,3612,26,19,7,0.33,36,0,36,0,4,0,1,0.25
3613,3613,38,26,7,0.77,86,0,40,0,4,0,0,0
3614,3614,93,193,7,0.89,643,0,265,0,4,1,1,0.25
3615,3615,24,21,7,0.5,52,0,24,0,4,0,0,0
3616,3616,31,23,7,0.5,64,0,31,0,4,1,1,0.25
3617,3617,6,2,6,0,3,20,2,0,4,0,0,0
3618,3618,1,10,0,0,16,0,0,0,4,0,0,0
3619,3619,0,10,0,0,16,0,0,0,4,0,0,0
3620,3620,0,13,0,0,21,0,0,0,4,0,0,0
3621,3621,0,6,0,0.75,12,0,0,0,4,0,0,0
3622,3622,0,13,0,0,21,0,0,0,4,0,0,0
3624,3624,0,5,0,0.67,9,0,0,0,4,0,0,0
3625,3625,0,13,0,0,21,0,0,0,4,0,0,0
3626,3626,0,22,0,0,36,0,0,0,4,0,0,0
3627,3627,0,10,0,0,16,0,0,0,4,0,0,0
3628,3628,81,211,7,0.85,539,0,229,0,4,1,1,0.25
3629,3629,1,7,0,0,11,0,0,0,4,0,0,0
3630,3630,1,5,0,0.67,9,0,0,0,4,0,0,0
3631,3631,0,7,0,0,11,0,0,0,4,0,0,0
3632,3632,31,28,7,0.6,59,0,34,0,4,0,0,0
3633,3633,0,10,0,0,16,0,0,0,4,0,0,0
3634,3634,0,13,0,0,21,0,0,0,4,0,0,0
3638,3638,3,7,0,0,69,0,10,0,4,0,1,0.25
3639,3639,5,1,0,0,53,0,9,0,4,0,0,0
3640,3640,5,1,0,0,54,0,10,0,4,0,0,0
3641,3641,14,1,0,0,122,0,19,0,4,0,0,0
3643,3643,10,8,0,0,70,0,14,0,4,0,0,0
3644,3644,11,6,0,0,77,0,14,0,4,1,0,0
3645,3645,11,2,0,0,48,0,12,0,4,0,0,0
3646,3646,4,3,0,0,17,0,3,0,4,0,0,0
3647,3647,17,25,0,0,188,0,25,0,4,1,0,0
3648,3648,10,5,0,0,70,0,12,0,4,0,1,0.25
3649,3649,11,2,0,0,54,0,14,0,4,0,0,0
3650,3650,10,7,0,0,27,0,8,0,4,0,0,0
3651,3651,9,13,0,0,116,0,20,0,4,0,0,0
3652,3652,35,47,0,0,680,0,63,0,4,1,0,0
3654,3654,1,3,0,0,13,0,1,0,4,0,0,0
3655,3655,10,30,0,0,137,0,44,0,4,0,0,0
3656,3656,7,5,0,0,40,0,8,0,4,0,0,0
3657,3657,11,2,0,0,70,0,17,0,4,0,0,0
3658,3658,10,7,0,0,27,0,10,0,4,0,1,0.25
3659,3659,23,38,0,0.5,71,0,38,0,4,0,0,0
3660,3660,18,10,0,0,32,0,28,0,4,0,0,0
3661,3661,13,13,0,0.75,23,0,18,0,4,0,0,0
3662,3662,7,3,0,0,8,0,3,0,4,0,0,0
3663,3663,14,4,0,0,14,0,22,0,4,0,0,0
3664,3664,18,2,0,0,9,0,14,0,4,0,0,0
3665,3665,23,31,0,0.33,103,0,40,0,4,1,1,0.25
3666,3666,16,2,0,0,7,0,10,0,4,0,0,0
3667,3667,11,3,0,0,6,0,12,0,4,0,0,0
3668,3668,19,11,0,0.5,38,0,21,0,1,0,0,0
3669,3669,52,142,0,0.7,206,0,112,0,4,1,1,0.25
3670,3670,16,2,0,0,8,0,11,0,4,0,0,0
3671,3671,15,2,0,0,8,0,11,0,4,0,0,0
3672,3672,11,5,0,0,10,0,7,0,4,0,0,0
3673,3673,19,2,0,0,9,0,13,0,4,0,0,0
3674,3674,16,17,0,0,49,0,22,0,4,0,0,0
3675,3675,20,12,0,0,38,0,32,0,4,0,0,0
3676,3676,10,3,0,0,8,0,9,0,4,0,0,0
3677,3677,13,2,0,0,7,0,6,0,4,0,0,0
3678,3678,12,6,0,0.56,19,0,15,0,4,0,0,0
3679,3679,14,13,0,0,25,0,11,0,4,0,1,0.25
3680,3680,26,16,0,0.17,48,0,33,0,4,0,0,0
3681,3681,22,10,0,0,24,0,18,0,4,0,0,0
3682,3682,18,19,0,0.22,42,0,31,0,4,0,0,0
3683,3683,25,26,0,0,83,0,55,0,4,0,0,0
3684,3684,6,4,0,0,7,0,2,0,4,0,0,0
3685,3685,6,4,0,0,8,0,2,0,4,0,0,0
3686,3686,15,6,0,0,9,0,15,0,4,0,0,0
3687,3687,17,21,0,0,25,0,30,0,4,0,0,0
3688,3688,18,10,0,0.33,31,0,16,0,4,0,1,0.25
3689,3689,9,6,0,0,19,0,6,0,4,0,0,0
3690,3690,31,4,0,0,95,0,29,0,4,1,0,0
3691,3691,23,10,0,0.5,35,0,26,0,4,0,0,0
3693,3693,19,4,0,0,12,0,18,0,4,0,0,0
3694,3694,16,10,0,0,14,0,22,0,4,0,0,0
3695,3695,24,15,0,0,57,0,30,0,4,0,0,0
3696,3696,18,17,0,0,45,0,19,0,4,0,0,0
3697,3697,36,62,0,0.42,147,0,62,0,4,1,0,0
3698,3698,36,92,0,0.53,141,0,69,0,4,1,0,0
3699,3699,24,60,0,0.25,85,0,30,0,4,1,0,0
3700,3700,16,2,0,0,9,0,13,0,4,1,0,0
3701,3701,12,2,0,0,9,0,13,0,4,0,0,0
3702,3702,23,5,0,0.33,17,0,22,0,4,0,0,0
3703,3703,34,63,0,0.82,142,0,56,0,4,0,0,0
3704,3704,11,8,0,0,17,0,37,0,4,1,0,0
3705,3705,8,6,0,0,18,0,5,0,4,0,0,0
3706,3706,18,2,0,0,9,0,14,0,4,0,0,0
3707,3707,21,14,0,0.33,25,0,20,0,4,0,0,0
3708,3708,1,12,0,0,0,0,0,0,4,0,0,0
3709,3709,18,61,0,0,254,0,4,0,4,1,1,0.25
3732,3732,1,3,0,0,3,0,0,0,4,1,0,0
3749,3749,1,1,0,0,0,0,0,0,4,0,0,0
3750,3750,6,9,0,0,25,0,9,0,4,0,0,0
3759,3759,3,4,0,0,7,0,4,0,4,0,0,0
3763,3763,6,9,0,0.5,15,0,5,0,4,0,0,0
3766,3766,13,18,0,0.6,42,0,17,0,4,0,0,0
3767,3767,10,9,0,0.33,12,0,10,0,4,0,0,0
3771,3771,4,3,0,0.33,7,0,4,0,4,0,0,0
3772,3772,17,32,0,0.6,76,0,24,0,4,1,0,0
3775,3775,5,6,0,0,7,0,4,0,4,0,0,0
3776,3776,9,18,0,0.67,46,0,15,0,4,0,1,0.25
3778,3778,4,6,0,0.5,13,0,2,0,4,0,0,0
3786,3786,4,8,0,0,10,0,3,0,4,0,0,0
3787,3787,9,4,0,0.5,11,0,8,0,4,0,0,0
3788,3788,6,8,0,0,8,0,4,0,4,0,0,0
3808,3808,2,12,0,0.6,12,0,1,0,4,1,0,0
3814,3814,4,15,0,0.5,16,1,1,0,4,0,1,0.25
3816,3816,2,11,0,0.71,14,0,1,0,4,1,0,0
3821,3821,3,9,2,0,9,0,1,0,4,1,1,0.25
3823,3823,2,9,2,0,10,0,2,0,4,1,0,0
3838,3838,1,3,2,0,3,0,1,0,4,1,0,0
3841,3841,14,25,0,0,21,0,24,0,4,0,0,0
3847,3847,2,11,0,0.71,14,0,1,0,4,1,0,0
3851,3851,1,36,2,0,31,0,1,0,4,0,0,0
3855,3855,2,9,0,0,13,0,3,0,4,1,0,0
3860,3860,0,33,0,0,29,0,0,0,4,0,0,0
3866,3866,1,13,0,0,13,0,0,0,4,0,0,0
3874,3874,0,22,0,0,26,0,0,0,4,0,0,0
3883,3883,4,13,0,0,23,0,36,0,4,0,0,0
3884,3884,5,7,2,1,12,0,4,0,4,0,0,0
3891,3891,3,11,0,0,16,0,3,0,4,0,0,0
3892,3892,5,7,2,1,12,0,4,0,4,0,0,0
3900,3900,2,13,0,0,20,0,1,0,4,0,0,0
3905,3905,2,17,0,0.5,18,0,1,0,4,0,0,0
3907,3907,2,29,0,0.6,31,0,1,0,4,1,0,0
3909,3909,2,18,0,0.71,17,0,1,0,4,1,0,0
3923,3923,10,48,0,0.81,91,0,24,0,4,1,0,0
3942,3942,7,16,0,0,24,0,32,0,4,0,0,0
3943,3943,1,3,0,0,4,0,1,0,4,0,0,0
3944,3944,2,2,0,0,2,0,0,0,4,0,0,0
3945,3945,2,2,0,0,2,0,0,0,4,0,0,0
3946,3946,14,32,0,0,23,0,29,0,4,0,1,0.25
3947,3947,20,32,0,0,22,0,20,0,4,0,0,0
3948,3948,11,10,0,0,8,0,11,0,4,0,0,0
3949,3949,18,130,0,0,71,0,58,0,4,0,0,0
3950,3950,16,14,0,0,12,0,20,0,4,0,0,0
3951,3951,25,66,0,0,38,0,64,0,4,1,0,0
3952,3952,37,92,0,0,57,0,90,0,4,0,0,0
3953,3953,16,18,0,0,13,0,23,0,4,0,0,0
3954,3954,15,16,0,0,21,0,17,0,4,0,0,0
3955,3955,18,18,0,0,13,0,19,0,4,1,0,0
3956,3956,3,6,0,0,5,0,2,0,4,0,0,0
3957,3957,9,17,0,0,12,0,13,0,4,0,0,0
3958,3958,14,24,0,0,16,0,24,0,4,0,0,0
3959,3959,2,2,0,0,2,0,0,0,4,0,0,0
3960,3960,10,12,0,0,9,0,11,0,4,0,0,0
3961,3961,6,2,7,0,3,0,1,0,4,0,0,0
3962,3962,20,4,7,0,14,0,25,0,4,0,0,0
3963,3963,15,7,7,0.5,23,0,15,0,4,0,0,0
3964,3964,40,85,7,0.77,1369,0,99,0,4,1,1,0.25
3965,3965,7,7,7,0,11,0,1,0,4,0,0,0
3966,3966,8,3,7,0,4,0,2,0,4,0,0,0
3967,3967,16,5,7,0,12,0,11,0,4,0,0,0
3968,3968,71,137,7,0.84,533,0,157,0,4,1,1,0.25
3969,3969,40,29,7,0.66,79,0,41,0,4,1,1,0.25
3970,3970,76,296,7,0.88,571,0,144,0,4,1,1,0.25
3971,3971,71,165,7,0.79,359,0,207,0,4,0,1,0.25
3972,3972,70,116,7,0.63,316,0,105,0,4,1,1,0.25
3973,3973,23,10,7,0,30,0,13,0,4,0,0,0
3974,3974,29,11,7,0.17,35,0,21,0,4,0,0,0
3975,3975,74,95,7,0,304,0,154,0,4,0,2,0.5
3976,3976,24,13,7,0.53,38,0,16,0,4,0,1,0.25
3977,3977,6,2,6,0,3,19,2,0,4,0,0,0
3978,3978,23,10,7,0.62,40,0,26,0,4,0,0,0
3979,3979,30,28,7,0.6,82,0,32,0,4,1,0,0
3980,3980,22,20,7,0.83,42,0,24,0,4,0,0,0
3981,3981,36,43,7,0.75,86,0,56,0,4,1,0,0
3982,3982,3,7,0,0,69,0,10,0,4,0,1,0.25
3983,3983,6,1,0,0,32,0,7,0,4,0,0,0
3984,3984,11,5,0,0,100,0,18,0,4,0,0,0
3985,3985,10,8,0,0,70,0,14,0,4,0,0,0
3986,3986,23,50,0,0,226,0,45,0,4,0,0,0
3987,3987,2,1,0,0,1,0,0,0,4,0,0,0
3988,3988,9,5,0,0,111,0,15,0,4,1,0,0
3989,3989,20,30,0,0,354,0,34,0,4,0,1,0.25
3990,3990,7,12,0,0,34,0,3,0,4,0,0,0
3991,3991,11,1,0,0,77,0,12,0,4,0,0,0
3992,3992,1,4,0,0,2,0,16,0,4,0,0,0
3993,3993,23,41,0,0,529,0,35,0,4,0,0,0
3994,3994,6,1,0,0,37,0,7,0,4,0,0,0
3995,3995,10,1,0,0,51,0,12,0,4,0,0,0
3996,3996,13,1,0,0,3,0,8,0,4,0,0,0
3997,3997,0,3,0,0,7,0,0,0,4,0,0,0
3998,3998,18,42,0,0,103,0,36,0,4,0,1,0.25
3999,3999,19,10,0,0,34,0,31,0,4,0,0,0
4000,4000,16,37,0,0.33,119,0,51,0,4,1,1,0.25
4001,4001,66,122,0,0.65,297,0,158,0,4,1,2,0.5
4002,4002,13,2,0,0,7,0,6,0,4,0,0,0
4003,4003,17,10,0,0.42,49,0,20,0,1,0,0,0
4004,4004,13,2,0,0,7,0,6,0,4,0,0,0
4005,4005,21,13,0,0,47,0,27,0,4,1,0,0
4006,4006,35,27,0,0.33,67,0,53,0,4,1,1,0.25
4007,4007,18,21,0,0,95,0,24,0,4,0,0,0
4008,4008,11,4,0,0,10,0,8,0,4,0,0,0
4009,4009,22,9,0,0.33,23,0,31,0,4,0,0,0
4010,4010,9,6,0,0,19,0,6,0,4,0,0,0
4011,4011,16,12,0,0.33,32,0,20,0,4,1,0,0
4012,4012,22,15,0,0.67,50,0,27,0,4,0,0,0
4013,4013,21,18,0,0,29,0,27,0,4,1,0,0
4014,4014,21,18,0,0,29,0,27,0,4,1,0,0
4015,4015,14,27,0,0,52,0,18,0,4,1,0,0
4016,4016,14,15,0,0,29,0,18,0,4,0,0,0
4017,4017,23,39,0,0,73,0,39,0,4,0,0,0
4018,4018,13,2,0,0,7,0,6,0,4,0,0,0
4019,4019,21,18,0,0,30,0,28,0,4,0,0,0
4020,4020,17,23,0,0.62,68,0,25,0,4,0,1,0.25
4021,4021,26,12,0,0.5,33,0,40,0,4,0,1,0.25
4022,4022,12,6,0,0.56,19,0,15,0,4,0,0,0
4023,4023,14,12,0,0,16,0,8,0,4,0,0,0
4024,4024,13,2,0,0,7,0,6,0,4,0,0,0
4025,4025,18,19,0,0.22,42,0,31,0,4,0,0,0
4026,4026,37,42,0,0,97,0,76,0,4,0,0,0
4027,4027,6,4,0,0,7,0,2,0,4,0,0,0
4028,4028,6,4,0,0,8,0,2,0,4,0,0,0
4029,4029,10,4,0,0,12,0,6,0,4,0,0,0
4030,4030,8,3,0,0,8,0,4,0,4,0,0,0
4031,4031,25,6,0,0,16,0,30,0,4,0,0,0
4032,4032,13,2,0,0,7,0,6,0,4,0,0,0
4033,4033,34,77,0,0,121,0,77,0,4,0,0,0
4034,4034,26,8,0,0,22,0,43,0,4,0,0,0
4035,4035,19,18,0,0,28,0,15,0,4,0,0,0
4036,4036,14,11,0,0,15,0,10,0,4,0,0,0
4037,4037,29,17,0,0,25,0,35,0,4,0,0,0
4038,4038,18,17,0,0,19,0,13,0,4,0,0,0
4039,4039,13,10,0,0,25,0,10,0,4,0,1,0.25
4040,4040,34,14,0,0.5,56,0,43,0,4,0,0,0
4041,4041,13,2,0,0,7,0,6,0,4,0,0,0
4042,4042,13,6,0,0.25,27,0,8,0,4,0,0,0
4043,4043,13,2,0,0,7,0,6,0,4,0,0,0
4044,4044,18,11,0,0.33,24,0,18,0,4,0,0,0
4045,4045,6,2,0,0,6,0,1,0,4,0,0,0
4046,4046,18,29,0,0,28,0,20,0,4,0,0,0
4047,4047,0,4,0,0,0,0,0,0,4,0,0,0
4048,4048,7,21,0,0,76,0,4,0,4,0,0,0
4070,4070,1,3,0,0,3,0,0,0,4,1,0,0
4094,4094,13,22,0,0,87,0,6,0,4,0,1,0.25
4096,4096,10,61,0,0.5,490,0,30,0,4,1,1,0.25
4097,4097,10,3,0,0,7,0,10,0,4,1,1,0.25
4100,4100,13,20,0,0,42,0,25,0,4,0,0,0
4101,4101,5,6,0,0,15,0,3,0,4,0,0,0
4102,4102,2,5,0,0,13,0,6,0,4,0,0,0
4103,4103,13,21,0,0.72,63,0,23,0,4,1,0,0
4104,4104,9,16,0,0.5,18,0,11,0,4,0,0,0
4105,4105,13,39,0,0,61,0,31,0,4,1,0,0
4106,4106,13,34,0,0,56,0,30,0,4,1,0,0
4107,4107,12,34,0,0,52,0,27,0,4,1,0,0
4109,4109,5,4,0,0,10,0,6,0,4,1,0,0
4110,4110,5,4,0,0,10,0,6,0,4,1,0,0
4111,4111,5,4,0,0,10,0,6,0,4,1,0,0
4112,4112,9,2,0,0,5,0,6,0,4,1,0,0
4113,4113,16,49,0,0,87,0,38,0,4,1,0,0
4114,4114,16,43,0,0,75,0,33,0,4,1,0,0
4115,4115,16,43,0,0,75,0,33,0,4,1,0,0
4116,4116,17,2,0,0,7,0,16,0,4,1,0,0
4121,4121,9,5,0,0.62,12,0,8,0,4,1,0,0
4122,4122,6,9,0,0,9,0,4,0,4,0,0,0
4128,4128,0,9,0,0,9,0,0,0,4,0,0,0
4134,4134,2,59,0,0,59,0,0,0,4,1,0,0
4148,4148,14,57,0,0.93,70,0,24,0,4,1,0,0
4159,4159,1,14,0,0,30,0,0,0,4,0,0,0
4162,4162,1,15,0,0,15,0,0,0,4,0,0,0
4171,4171,1,9,0,0.78,13,0,1,0,4,1,0,0
4176,4176,10,50,0,0.83,74,0,15,0,4,0,1,0.25
4189,4189,1,13,0,0,27,0,0,0,4,0,0,0
4198,4198,1,36,2,0,31,0,1,0,4,0,0,0
4202,4202,2,13,0,0,19,0,5,0,4,1,0,0
4207,4207,0,31,0,0,27,0,0,0,4,0,0,0
4215,4215,13,64,0,0.78,84,0,17,0,4,0,1,0.25
4227,4227,1,13,0,0,27,0,0,0,4,0,0,0
4236,4236,0,15,0,0,15,0,0,0,4,0,0,0
4237,4237,7,21,0,0.5,25,0,2,0,4,0,1,0.25
4239,4239,1,5,0,0.6,7,0,1,0,4,1,0,0
4245,4245,1,1,0,0.85,1,0,1,0,4,1,3,0.75
4259,4259,6,16,0,0,24,0,30,0,4,0,0,0
4260,4260,16,22,6,0.5,53,4,28,0,4,0,0,0
4269,4269,36,93,6,0.84,225,0,70,0,6,0,1,0.166666667
4271,4271,10,11,5,0.67,16,5,13,0,4,0,0,0
4274,4274,61,102,6,0.8,224,0,105,0,6,1,3,0.5
4275,4275,16,7,6,0.38,21,0,15,3,4,1,0,0
4276,4276,2,3,0,0,6,0,1,0,4,0,0,0
4277,4277,2,2,0,0,6,0,1,0,4,0,0,0
4279,4279,2,13,0,0,32,0,0,0,4,0,0,0
4280,4280,2,22,0,0,44,0,1,0,4,0,0,0
4284,4284,3,65,0,0,121,0,8,0,4,0,0,0
4285,4285,1,6,0,0,20,0,1,0,4,0,0,0
4286,4286,0,3,0,0,11,0,0,0,4,0,0,0
4287,4287,6,15,0,0,32,0,8,0,4,0,0,0
4292,4292,5,5,0,0,68,0,13,0,4,0,0,0
4293,4293,11,7,0,0,170,0,17,0,4,0,0,0
4294,4294,12,64,0,0,269,0,54,0,6,0,4,0.666666667
4295,4295,16,2,0,0,8,0,10,0,4,0,0,0
4296,4296,16,5,0,0.33,12,0,10,0,4,0,0,0
4298,4298,12,46,0,0,190,0,5,12,4,1,0,0
4299,4299,1,12,0,0.67,13,0,2,0,4,0,0,0
4300,4300,0,8,0,0.67,7,0,0,0,4,0,0,0
4301,4301,0,10,0,0.67,14,0,0,0,4,0,0,0
4302,4302,0,8,0,0.67,7,0,0,0,4,0,0,0
4303,4303,0,14,0,0.67,16,0,0,0,1,0,0,0
4304,4304,0,14,0,0.67,32,0,0,0,4,0,0,0
4305,4305,0,8,0,0.67,7,0,0,0,4,0,0,0
4306,4306,0,8,0,0.67,7,0,0,0,3,0,0,0
4307,4307,0,8,0,0.67,11,0,0,0,4,0,0,0
4308,4308,0,10,0,0.67,10,0,0,0,4,0,0,0
4309,4309,1,14,0,0.67,18,0,2,0,4,0,0,0
4311,4311,0,8,0,0.67,7,0,0,0,4,0,0,0
4312,4312,0,8,0,0.67,11,0,0,0,4,0,0,0
4313,4313,0,10,0,0.67,10,0,0,0,4,0,0,0
4314,4314,0,14,0,0.67,16,0,0,0,4,0,0,0
4316,4316,5,18,0,0.67,38,0,15,0,4,0,0,0
4317,4317,0,8,0,0.67,7,0,0,0,4,0,0,0
4318,4318,0,10,0,0.67,10,0,0,0,4,0,0,0
4319,4319,0,10,0,0.67,10,0,0,0,1,0,0,0
4320,4320,1,8,0,0.67,7,0,2,0,4,0,0,0
4321,4321,1,8,0,0.67,9,0,3,0,4,0,0,0
4322,4322,1,8,0,0.67,7,0,2,0,4,0,0,0
4323,4323,2,12,0,0.67,15,0,5,0,4,0,0,0
4324,4324,1,8,0,0.67,13,0,5,0,4,0,0,0
4325,4325,0,8,0,0.67,7,0,0,0,4,0,0,0
4326,4326,0,8,0,0.67,7,0,0,0,4,0,0,0
4327,4327,2,10,0,0.67,14,0,5,0,4,0,0,0
4328,4328,0,10,0,0.67,10,0,0,0,4,0,0,0
4329,4329,2,10,0,0.67,12,0,5,0,4,0,0,0
4330,4330,1,14,0,0.67,32,0,8,0,4,0,0,0
4331,4331,1,16,0,0.67,33,0,3,0,4,0,0,0
4333,4333,2,10,0,0.67,14,0,6,0,4,0,0,0
4335,4335,0,10,0,0.67,10,0,0,0,4,0,0,0
4336,4336,1,10,0,0.67,16,0,3,0,4,0,0,0
4337,4337,0,12,0,0.67,17,0,0,0,4,0,0,0
4338,4338,0,10,0,0.67,8,0,0,0,4,0,0,0
4339,4339,3,18,0,0.67,42,0,7,0,4,0,0,0
4340,4340,0,10,0,0.67,10,0,0,0,4,0,0,0
4343,4343,0,8,0,0.67,7,0,0,0,4,0,0,0
4344,4344,1,8,0,0.67,9,0,3,0,4,0,0,0
4345,4345,1,8,0,0.67,11,0,4,0,4,0,0,0
4346,4346,2,10,0,0.67,16,0,4,0,4,0,0,0
4347,4347,2,10,0,0.67,18,0,6,0,4,0,0,0
4348,4348,2,10,0,0.67,14,0,6,0,4,0,0,0
4349,4349,1,46,0,0.67,100,0,2,0,4,0,0,0
4350,4350,2,12,0,0.67,19,0,5,0,4,0,0,0
4351,4351,4,14,0,0.67,26,0,13,0,4,0,0,0
4352,4352,1,8,0,0.67,7,0,2,0,4,0,0,0
4353,4353,1,8,0,0.67,7,0,2,0,1,0,0,0
4354,4354,1,16,0,0.67,27,0,2,0,4,0,0,0
4355,4355,2,10,0,0.67,14,0,4,0,2,0,0,0
4356,4356,4,14,0,0.67,36,0,8,0,4,0,0,0
4358,4358,50,118,0,0.67,326,0,166,0,4,0,0,0
4359,4359,3,12,0,0.67,45,0,6,0,4,0,0,0
4360,4360,0,10,0,0.67,8,0,0,0,4,0,0,0
