,Path,CBO,CC,DIT,LCOM,LOC,NOC,RFC,WMC,class_frequency,will_change,number_of_changes,change_probability
6176,6176,2,9,0,0,13,0,3,0,3,0,0,0
6182,6182,1,9,0,0.6,11,0,1,0,3,1,0,0
6207,6207,0,2,0,0,207,0,0,1,5,0,2,0.4
6209,6209,20,9,0,0,29,0,17,4,5,0,1,0.2
6233,6233,28,23,7,0.3,72,0,24,9,3,1,0,0
6236,6236,27,22,7,0.71,81,0,29,6,3,0,0,0
6237,6237,25,17,7,0.11,47,0,18,8,3,1,0,0
6241,6241,36,31,7,0.36,118,0,39,10,3,1,1,0.333333333
6243,6243,2,2,0,0,64,0,10,2,3,1,0,0
6287,6287,10,10,0,0,56,0,15,0,3,0,0,0
6298,6298,0,9,0,0,9,0,0,0,3,0,0,0
6319,6319,11,24,0,0,16,0,23,1,3,1,0,0
6322,6322,18,130,0,0,71,0,58,1,3,0,0,0
6323,6323,15,14,0,0,12,0,15,1,3,0,0,0
6324,6324,25,66,0,0,38,0,64,1,3,0,0,0
6326,6326,15,18,0,0,13,0,18,1,3,0,0,0
6328,6328,18,18,0,0,13,0,19,1,3,0,0,0
6337,6337,35,55,7,0.6,1185,0,82,4,3,1,0,0
6341,6341,71,135,7,0.84,526,0,154,20,3,1,0,0
6342,6342,40,28,7,0.66,74,0,41,7,3,1,0,0
6343,6343,76,287,7,0.88,565,0,143,35,3,1,0,0
6344,6344,71,166,7,0.79,357,0,199,13,3,1,0,0
6375,6375,8,11,0,0.25,46,0,27,1,3,0,0,0
6380,6380,10,7,0,0,20,0,29,1,3,0,0,0
6387,6387,31,121,0,0,70,0,105,4,3,0,1,0.333333333
6519,6519,9,21,0,0.59,91,0,12,7,3,1,2,0.666666667
6539,6539,0,21,0,0.59,91,0,12,7,3,1,2,0.666666667
6545,6545,94,176,0,0,194,0,22,7,3,1,1,0.333333333
6550,6550,5,5,0,0,14,0,5,1,1,1,0,0
6556,6556,1,1,0,0,10,0,1,1,3,0,0,0
6561,6561,2,8,0,0,54,0,4,6,3,0,1,0.333333333
6566,6566,4,11,2,0,13,0,1,0,3,1,0,0
6570,6570,2,6,2,0,7,5,1,0,3,1,0,0
6580,6580,13,60,2,0,65,0,3,2,1,0,0,0
6594,6594,0,7,2,0,9,0,1,0,3,0,0,0
6617,6617,27,76,2,0,107,0,36,2,3,0,0,0
6637,6637,30,157,3,0,167,0,29,10,3,1,0,0
6669,6669,1,30,0,0,34,0,0,0,3,0,0,0
6672,6672,14,45,4,0.7,53,0,10,2,3,1,0,0
6685,6685,20,32,4,0,33,0,15,0,3,1,0,0
6715,6715,0,2,0,0,209,0,0,1,4,1,1,0.25
6728,6728,6,2,0,0,5,0,0,1,2,0,0,0
6742,6742,28,23,7,0.3,72,0,24,9,2,0,0,0
6746,6746,25,17,7,0.11,47,0,18,8,2,0,0,0
6750,6750,29,27,7,0.3,94,0,29,9,2,1,0,0
6752,6752,2,2,0,0,64,0,10,2,2,0,0,0
6765,6765,3,1,0,0,16,0,3,1,2,1,0,0
6799,6799,14,22,0,0,37,0,20,1,2,1,0,0
6846,6846,7,4,0,0,22,0,9,0,2,1,0,0
6907,6907,5,9,0,0.33,9,2,1,0,2,1,0,0
6908,6908,1,3,0,0.33,3,0,1,0,2,1,0,0
6910,6910,0,5,0,0,5,0,0,0,2,1,0,0
6934,6934,22,69,0,0,38,0,59,2,2,1,0,0
6938,6938,33,119,0,0,69,0,105,4,2,1,0,0
6940,6940,20,13,0,0.2,34,0,22,4,2,1,0,0
6952,6952,40,42,7,0.69,116,0,45,14,2,1,0,0
6953,6953,28,21,7,0.22,96,0,24,8,2,0,0,0
6954,6954,6,2,6,0,3,17,2,1,2,0,0,0
6959,6959,29,17,7,0.33,53,0,26,5,2,1,0,0
6962,6962,2,2,0,0,64,0,10,2,2,0,0,0
6967,6967,7,25,0,0,25,0,0,2,2,0,0,0
6969,6969,2,1,0,0,16,0,3,1,2,0,0,0
6970,6970,3,1,0,0,16,0,3,1,2,0,0,0
6971,6971,0,7,0,0,7,0,0,0,2,0,0,0
6972,6972,39,71,0,0,281,0,94,11,2,1,0,0
6979,6979,43,26,0,0,311,0,90,10,2,1,0,0
6980,6980,16,14,0,0,169,0,33,1,2,1,0,0
6998,6998,39,124,0,0,373,0,105,5,2,0,0,0
7006,7006,12,39,0,0,57,0,26,1,2,0,0,0
7023,7023,7,23,0,0.33,59,0,15,5,2,0,0,0
7058,7058,18,26,0,0.25,87,0,52,3,2,1,0,0
7059,7059,10,2,0,0,7,0,3,1,2,0,0,0
7060,7060,7,4,0,0,8,0,3,1,2,0,0,0
7061,7061,16,14,0,0,33,0,15,2,2,0,0,0
7062,7062,13,2,0,0,7,0,6,1,2,0,0,0
7076,7076,22,2,0,0,14,0,21,1,2,1,0,0
7090,7090,1,3,0,0,4,0,0,0,2,0,0,0
7091,7091,5,3,2,0,5,0,4,0,2,0,0,0
7132,7132,16,42,0,0.76,151,0,48,6,2,1,0,0
7146,7146,7,4,0,0,22,0,9,0,2,0,0,0
7196,7196,1,17,0,0,17,0,0,0,2,1,0,0
7198,7198,3,1,2,0,1,0,1,0,2,0,0,0
7199,7199,4,7,0,0.33,8,1,1,0,2,0,0,0
7200,7200,1,3,0,0.33,3,0,1,0,2,0,0,0
7201,7201,4,3,2,0,4,0,2,0,2,0,0,0
7202,7202,0,5,0,0,5,0,0,0,2,0,0,0
7205,7205,2,27,0,0.87,27,0,1,0,2,1,0,0
7228,7228,1,47,0,0,47,0,0,0,2,1,0,0
7229,7229,6,21,0,0,31,0,24,4,2,0,0,0
7235,7235,19,36,0,0,26,0,25,3,2,0,0,0
7245,7245,27,69,0,0,43,0,63,2,2,0,0,0
7255,7255,35,27,7,0.57,65,0,36,6,2,0,0,0
7256,7256,29,21,7,0.8,71,0,37,9,2,0,0,0
7257,7257,28,18,7,0.78,77,0,30,8,2,0,0,0
7264,7264,24,15,7,0.33,32,0,30,2,2,0,0,0
7266,7266,93,183,7,0.88,631,0,265,38,2,0,0,0
7268,7268,31,21,7,0.5,57,0,27,7,2,0,0,0
7280,7280,81,210,7,0.85,536,0,227,19,2,0,0,0
7289,7289,2,2,0,0,64,0,10,2,2,0,0,0
7299,7299,10,5,0,0,72,0,12,1,2,0,0,0
7316,7316,22,19,0,0.33,29,0,21,2,2,0,0,0
7319,7319,49,125,0,0.7,182,0,107,20,2,0,0,0
7329,7329,14,13,0,0,24,0,9,2,2,0,0,0
7338,7338,18,10,0,0.33,30,0,15,2,2,0,0,0
7359,7359,18,59,0,0,246,0,4,14,2,0,0,0
7393,7393,2,5,0,0,5,0,0,0,2,0,0,0
7426,7426,9,17,0,0.67,44,0,13,2,2,0,0,0
7461,7461,3,9,0,1,9,0,0,0,2,0,0,0
7463,7463,2,13,0,0.5,14,1,1,1,2,0,0,0
7470,7470,3,7,2,0,7,0,1,0,2,0,0,0
7510,7510,1,9,0,0.6,11,0,1,0,2,0,0,0
7542,7542,0,42,0,0,66,0,0,0,2,0,0,0
7565,7565,2,11,2,0,11,0,1,0,2,0,0,0
7568,7568,3,15,2,0,15,0,1,0,2,0,0,0
7595,7595,11,24,0,0,16,0,23,1,2,0,0,0
7613,7613,35,55,7,0.6,1185,0,82,4,2,0,0,0
7617,7617,71,135,7,0.84,526,0,154,20,2,0,0,0
7618,7618,40,28,7,0.66,74,0,41,7,2,0,0,0
7619,7619,76,287,7,0.88,565,0,143,35,2,0,0,0
7620,7620,71,166,7,0.79,357,0,199,13,2,0,0,0
7621,7621,69,114,7,0.63,314,0,103,14,2,0,0,0
7624,7624,74,95,7,0,299,0,150,11,2,0,1,0.5
7625,7625,24,12,7,0.53,39,0,14,4,2,0,0,0
7631,7631,2,2,0,0,64,0,10,2,2,0,0,0
7638,7638,19,29,0,0,336,0,33,3,2,0,0,0
7641,7641,1,3,0,0,2,0,16,1,2,0,0,0
7647,7647,19,42,0,0,104,0,37,18,2,1,0,0
7649,7649,14,19,0,0.33,31,0,20,2,2,0,0,0
7650,7650,66,118,0,0.65,248,0,156,11,2,1,0,0
7654,7654,36,15,0,0.22,56,0,53,2,2,0,0,0
7668,7668,12,8,0,0.5,34,0,14,3,2,0,0,0
7669,7669,26,10,0,0.5,26,0,40,3,2,0,0,0
7687,7687,8,5,0,0,17,0,4,1,2,0,0,0
7716,7716,1,3,0,0,3,0,0,0,2,0,0,0
7731,7731,1,3,0,0,4,0,0,0,2,0,0,0
7737,7737,2,3,0,0,4,0,1,0,2,0,0,0
7742,7742,13,22,0,0,86,0,6,10,2,0,0,0
7744,7744,10,53,0,0.5,518,0,31,1,2,0,0,0
7745,7745,10,1,0,0,5,0,10,0,2,0,0,0
7781,7781,0,32,0,0,36,0,0,0,2,0,0,0
7797,7797,6,27,0,0,21,0,4,0,2,0,0,0
7823,7823,10,46,0,0.83,70,0,15,2,2,0,0,0
7825,7825,2,9,2,0,9,0,1,0,2,0,0,0
7829,7829,2,13,2,0,13,0,1,0,2,0,0,0
7856,7856,0,5,0,0,5,0,0,0,2,0,0,0
7862,7862,12,59,0,0.75,80,0,15,2,2,0,0,0
7864,7864,2,13,0,0.78,19,0,1,0,2,0,0,0
7870,7870,2,9,0,0.6,11,2,1,0,2,0,0,0
7877,7877,0,5,0,0,5,0,0,0,2,0,0,0
7884,7884,7,19,0,0.5,23,0,2,1,2,0,0,0
7892,7892,1,1,0,0.85,1,0,1,0,2,1,1,0.5
7901,7901,2,7,0,0.67,8,0,1,0,2,1,0,0
7902,7902,2,3,0,1,4,0,1,0,2,0,0,0
7912,7912,11,7,0,0,23,0,0,1,4,1,1,0.25
7921,7921,63,102,6,0.8,226,0,103,22,4,1,2,0.5
7941,7941,8,64,0,0,267,0,50,20,4,1,3,0.75
7984,7984,48,62,0,0.8,203,0,189,36,4,1,2,0.5
8054,8054,4,4,0,0,3,120,1,1,2,0,0,0
8072,8072,0,7,0,0,14,85,0,3,2,0,0,0
8119,8119,2,5,0,0,6,58,1,0,2,0,0,0
8130,8130,4,4,4,0,5,84,3,2,2,0,0,0
8131,8131,20,41,5,0,64,77,28,6,4,0,1,0.25
8180,8180,2,7,0,0,8,56,1,0,2,0,0,0
8184,8184,7,2,0,0,6,0,0,0,2,0,0,0
8192,8192,9,16,0,0.61,75,0,12,6,2,1,1,0.5
8194,8194,4,2,0,0,18,0,2,0,2,0,0,0
8207,8207,9,16,0,0.61,75,0,12,6,2,1,1,0.5
8213,8213,96,180,0,0,198,0,22,7,2,1,0,0
8227,8227,2,9,0,0,63,0,5,7,2,1,0,0
8232,8232,4,11,2,0,13,0,1,0,2,0,0,0
8236,8236,2,6,2,0,7,5,1,0,2,0,0,0
8258,8258,8,13,2,0.6,15,0,3,0,2,1,0,0
8259,8259,6,13,2,0.6,15,0,3,0,2,1,0,0
8265,8265,6,11,2,0.6,14,0,3,0,2,0,0,0
8266,8266,5,9,2,0,11,0,2,0,2,0,0,0
8282,8282,28,76,2,0,107,0,37,2,2,0,0,0
8288,8288,6,21,2,0,23,0,2,0,2,0,0,0
8289,8289,13,60,2,0,65,0,3,2,2,0,1,0.5
8304,8304,30,157,3,0,167,0,29,10,2,0,0,0
8311,8311,0,0,0,0,0,0,0,0,2,0,0,0
8340,8340,14,45,4,0.7,53,0,10,2,2,0,0,0
8353,8353,20,32,4,0,33,0,15,0,2,0,0,0
8385,8385,39,71,0,0,281,0,94,11,1,0,0,0
8392,8392,43,26,0,0,311,0,90,10,1,0,0,0
8393,8393,16,14,0,0,169,0,33,1,1,0,0,0
8467,8467,27,24,0,0,92,0,47,1,1,1,0,0
8471,8471,18,26,0,0.25,87,0,52,3,1,0,0,0
8489,8489,22,2,0,0,14,0,21,1,1,0,0,0
8545,8545,16,42,0,0.76,151,0,48,6,1,0,0,0
8604,8604,0,31,0,0,31,0,0,0,1,1,0,0
8606,8606,2,40,0,0.82,47,0,2,0,1,1,0,0
8609,8609,1,17,0,0,17,0,0,0,1,0,0,0
8610,8610,1,37,0,0,37,0,0,0,1,1,0,0
8618,8618,2,27,0,0.87,27,0,1,0,1,0,0,0
8638,8638,2,21,2,0.87,21,0,2,0,1,1,0,0
8641,8641,1,47,0,0,47,0,0,0,1,0,0,0
8722,8722,10,7,0,0,28,0,10,3,1,1,0,0
9037,9037,72,90,7,0,295,0,146,11,1,1,0,0
9060,9060,19,42,0,0,104,0,37,18,1,0,0,0
9063,9063,66,118,0,0.65,248,0,156,11,1,0,0,0
9279,9279,0,28,0,0,40,0,0,0,1,1,0,0
9306,9306,3,1,0,0,1,0,0,0,1,1,0,0
9325,9325,11,7,0,0,23,0,0,1,3,0,1,0.333333333
9334,9334,63,102,6,0.8,226,0,103,22,3,0,2,0.666666667
9354,9354,6,64,0,0,253,0,42,20,3,1,2,0.666666667
9396,9396,48,62,0,0.8,203,0,189,36,3,0,2,0.666666667
9497,9497,1,8,0,0,6,0,4,3,1,1,0,0
9604,9604,9,10,0,0.62,53,0,12,5,1,1,0,0
9619,9619,9,10,0,0.62,53,0,12,5,1,1,0,0
9639,9639,2,9,0,0,63,0,5,7,1,0,0,0
9670,9670,8,13,2,0.6,15,0,3,0,1,0,0,0
9671,9671,6,13,2,0.6,15,0,3,0,1,0,0,0
9701,9701,13,58,2,0,63,0,3,2,1,1,0,0
9795,9795,0,2,0,0,209,0,0,1,3,0,1,0.333333333
9830,9830,29,27,7,0.3,94,0,29,9,1,0,0,0
9845,9845,3,1,0,0,16,0,3,1,1,0,0,0
9879,9879,14,22,0,0,37,0,20,1,1,0,0,0
9926,9926,7,4,0,0,22,0,9,0,1,0,0,0
9987,9987,5,9,0,0.33,9,2,1,0,1,0,0,0
9988,9988,1,3,0,0.33,3,0,1,0,1,0,0,0
9990,9990,0,5,0,0,5,0,0,0,1,0,0,0
10014,10014,22,69,0,0,38,0,59,2,1,0,0,0
10018,10018,33,119,0,0,69,0,105,4,1,0,0,0
10020,10020,20,13,0,0.2,34,0,22,4,1,0,0,0
10032,10032,40,42,7,0.69,116,0,45,14,1,0,0,0
10039,10039,29,17,7,0.33,53,0,26,5,1,0,0,0
10050,10050,1,7,2,0,7,0,1,0,2,0,0,0
10051,10051,22,27,6,0,53,0,26,4,2,0,0,0
10052,10052,25,20,6,0.71,63,0,40,4,2,0,1,0.5
10053,10053,5,1,5,0.67,2,22,1,0,2,0,0,0
10054,10054,11,14,6,0,110,0,18,2,2,0,0,0
10055,10055,33,22,6,0.4,43,0,36,4,2,0,0,0
10056,10056,0,5,0,0,5,0,0,0,2,0,0,0
10057,10057,29,30,6,0.75,161,0,46,9,2,0,0,0
10058,10058,21,19,6,0.33,51,0,29,2,2,0,0,0
10059,10059,21,20,6,0.33,54,0,30,2,2,0,0,0
10060,10060,21,14,6,0.33,32,0,21,2,2,0,0,0
10061,10061,109,306,6,0.96,1008,0,301,53,2,0,1,0.5
10062,10062,0,13,0,0,21,0,0,4,2,0,0,0
10063,10063,0,6,0,0.75,12,0,0,3,2,0,0,0
10064,10064,0,13,0,0,21,0,0,4,2,0,0,0
10065,10065,0,7,0,0,10,0,0,0,2,0,0,0
10066,10066,162,421,6,0.88,1108,0,413,56,2,0,0,0
10067,10067,39,42,6,0.56,229,0,54,8,2,0,0,0
10068,10068,101,254,6,0.73,604,0,188,51,2,0,0,0
10069,10069,10,8,0,0,17,0,37,1,2,0,0,0
10070,10070,18,38,0,0.5,67,0,32,3,2,0,1,0.5
10071,10071,19,33,0,0.69,97,0,35,7,2,0,0,0
10072,10072,17,3,0,0,8,0,10,1,2,0,0,0
10073,10073,37,34,0,0.57,98,0,76,6,2,0,0,0
10074,10074,36,42,0,0.71,95,0,100,6,2,0,0,0
10075,10075,33,64,0,0.25,148,0,70,3,2,0,0,0
10076,10076,36,86,0,0.48,123,0,70,12,2,0,0,0
10077,10077,24,59,0,0.25,84,0,32,3,2,0,0,0
10078,10078,19,5,0,0,12,0,13,1,2,0,0,0
10079,10079,42,94,2,0.7,240,0,84,15,2,0,0,0
10080,10080,23,23,0,0,74,0,35,1,2,0,0,0
10081,10081,6,26,2,0.9,42,0,2,0,2,0,0,0
10082,10082,6,15,2,0.71,17,0,2,0,2,0,0,0
10083,10083,9,3,0,0,9,0,9,0,2,0,0,0
10084,10084,5,5,2,0.6,6,0,3,0,2,0,0,0
10085,10085,7,6,2,0,7,0,8,1,2,0,0,0
10086,10086,5,11,2,0,12,0,4,0,2,0,0,0
10087,10087,6,16,0,0,19,2,0,2,2,0,0,0
10088,10088,5,12,2,0,11,2,1,1,2,0,0,0
10089,10089,5,7,2,0.6,8,0,3,0,2,0,0,0
10090,10090,3,5,2,0.6,6,0,2,0,2,0,0,0
10091,10091,0,5,0,0,5,0,0,0,2,0,0,0
10092,10092,0,7,0,0,8,0,0,0,2,0,0,0
10093,10093,0,19,0,0,19,0,0,0,2,0,0,0
10094,10094,4,15,0,0,21,0,0,1,2,0,0,0
10095,10095,0,3,0,0,3,0,0,0,2,0,0,0
10096,10096,9,14,2,0,16,0,5,0,2,0,0,0
10097,10097,7,17,2,0,17,0,3,0,2,0,0,0
10098,10098,7,18,2,0,30,0,5,1,2,0,0,0
10099,10099,2,1,0,0,2,0,0,0,2,0,0,0
10100,10100,3,1,0,0,2,0,3,0,2,0,0,0
10101,10101,2,2,0,0.5,4,0,0,1,2,0,0,0
10102,10102,4,1,0,0,2,0,4,0,2,0,0,0
10103,10103,7,1,0,0,4,0,6,0,2,0,0,0
10104,10104,5,1,0,0,3,0,4,0,2,0,0,0
10105,10105,6,7,0,0,12,0,5,0,2,0,0,0
10106,10106,9,4,0,0,19,0,10,0,2,0,0,0
10107,10107,5,7,0,0,12,0,8,0,2,0,0,0
10108,10108,9,4,0,0,11,0,9,0,2,0,0,0
10109,10109,4,8,0,0,9,0,9,0,2,0,0,0
10110,10110,10,15,0,0,35,0,18,0,2,0,0,0
10111,10111,9,5,0,0.5,12,0,9,1,2,0,0,0
10112,10112,11,10,0,0,31,0,17,0,2,0,0,0
10113,10113,13,15,0,0.53,38,0,12,4,2,0,0,0
10114,10114,4,8,0,0,10,0,3,1,2,0,0,0
10115,10115,11,4,0,0,21,0,14,0,2,0,0,0
10116,10116,0,1,0,0,1,1,0,0,2,0,0,0
10117,10117,2,7,0,0,8,1,1,0,2,0,0,0
10118,10118,3,11,2,0.33,11,0,2,0,2,0,1,0.5
10119,10119,3,5,2,0,6,0,4,0,2,0,1,0.5
10120,10120,1,5,0,0.33,6,1,1,0,2,0,0,0
10121,10121,2,7,0,0,8,2,1,0,2,0,0,0
10122,10122,2,5,2,0.33,5,0,2,0,2,0,0,0
10123,10123,5,3,2,0,5,0,8,0,2,0,0,0
10124,10124,2,5,2,0.6,5,0,2,0,2,0,0,0
10125,10125,5,3,2,0,5,0,8,0,2,0,0,0
10126,10126,1,11,0,0.6,11,0,1,0,2,0,0,0
10127,10127,4,3,2,0,5,0,6,0,2,0,0,0
10128,10128,3,3,2,0,3,0,1,0,2,0,0,0
10129,10129,6,29,2,0.87,33,0,2,0,2,0,0,0
10130,10130,4,3,2,0,4,0,3,0,2,0,0,0
10131,10131,1,3,0,0,3,0,0,0,2,0,0,0
10132,10132,2,5,0,0,5,0,0,0,2,0,0,0
10133,10133,4,15,0,0.6,15,0,1,0,2,0,0,0
10134,10134,3,5,0,0,5,0,0,0,2,0,0,0
10135,10135,1,5,0,0,5,0,0,0,2,0,0,0
10136,10136,1,9,0,0.78,9,0,1,0,2,0,0,0
10137,10137,1,7,0,0,7,0,0,0,2,0,0,0
10138,10138,3,3,2,0,3,0,1,0,2,0,0,0
10139,10139,2,9,0,0,9,0,6,0,2,0,0,0
10140,10140,2,3,0,0,4,0,4,0,2,0,0,0
10141,10141,6,11,0,0,8,0,7,0,2,0,0,0
10142,10142,0,23,0,0,23,0,0,0,2,0,0,0
10143,10143,2,11,0,0.6,13,0,1,0,2,0,0,0
10144,10144,2,11,0,0.71,14,0,1,0,2,0,0,0
10145,10145,2,9,2,0,9,0,1,0,2,0,0,0
10146,10146,0,15,0,0,15,0,0,0,2,0,0,0
10147,10147,0,9,0,0,9,0,0,0,2,0,0,0
10148,10148,3,13,2,0,13,0,1,0,2,0,0,0
10149,10149,0,6,0,0,18,0,0,0,2,0,0,0
10150,10150,2,7,0,0.33,8,0,1,0,2,0,0,0
10151,10151,4,17,0,0.69,32,0,9,2,2,0,0,0
10152,10152,0,5,0,0,14,0,0,0,2,0,0,0
10153,10153,2,19,0,0.78,24,0,1,0,2,0,0,0
10154,10154,0,13,0,0,14,0,0,0,2,0,0,0
10155,10155,2,7,0,0.6,9,0,1,0,2,0,0,0
10156,10156,13,84,0,0.62,127,0,53,10,2,0,0,0
10157,10157,2,13,0,0.71,16,0,1,0,2,0,0,0
10158,10158,3,14,0,0,15,0,4,1,2,0,0,0
10159,10159,0,10,0,0,23,0,0,0,2,0,0,0
10160,10160,0,6,0,0,19,0,0,0,2,0,0,0
10161,10161,2,7,0,0.33,8,0,1,0,2,0,0,0
10162,10162,4,9,0,0.6,13,0,5,2,2,0,0,0
10163,10163,0,6,0,0,19,0,0,0,2,0,0,0
10164,10164,2,7,0,0.33,8,0,1,0,2,0,0,0
10165,10165,1,9,0,0,9,0,0,0,2,0,0,0
10166,10166,4,11,2,0,13,0,2,0,2,0,1,0.5
10167,10167,0,5,0,0,5,1,0,0,2,0,0,0
10168,10168,1,3,2,0,5,0,2,0,2,0,0,0
10169,10169,0,17,0,0,17,0,0,0,2,0,0,0
10170,10170,4,3,3,0,3,0,1,0,2,0,0,0
10171,10171,0,9,0,0,9,0,0,0,2,0,0,0
10172,10172,2,1,0,0,1,2,0,0,2,0,1,0.5
10173,10173,2,21,2,0,21,0,1,0,2,0,0,0
10174,10174,1,5,2,0,5,0,1,0,2,0,0,0
10175,10175,1,5,2,0,5,0,1,0,2,0,0,0
10176,10176,5,9,3,0,9,0,1,0,2,0,0,0
10177,10177,1,5,2,0,5,0,1,0,2,0,0,0
10178,10178,0,11,0,0,13,0,0,0,2,0,0,0
10179,10179,1,12,0,0,18,0,0,0,2,0,0,0
10180,10180,0,11,0,0,11,2,0,0,2,0,0,0
10181,10181,2,13,0,0.5,14,1,1,1,2,0,0,0
10182,10182,1,5,2,0,7,0,1,0,2,0,0,0
10183,10183,1,3,2,0,3,0,1,0,2,0,0,0
10184,10184,2,15,0,0,15,2,0,0,2,0,0,0
10185,10185,3,5,2,0,5,0,1,0,2,0,0,0
10186,10186,2,5,2,0,5,0,1,0,2,0,0,0
10187,10187,0,17,0,0,17,2,0,0,2,0,0,0
10188,10188,1,3,2,0,3,0,1,0,2,0,0,0
10189,10189,2,6,0,0,7,0,0,0,2,0,0,0
10190,10190,1,25,2,0,29,0,2,0,2,0,0,0
10191,10191,4,29,0,0,29,0,0,0,2,0,0,0
10192,10192,1,11,0,0,12,2,0,0,2,0,0,0
10193,10193,2,17,0,0.5,18,0,1,1,2,0,0,0
10194,10194,0,11,0,0,11,0,0,0,2,0,0,0
10195,10195,2,29,0,0.6,31,0,1,0,2,0,0,0
10196,10196,1,7,2,0,7,0,1,0,2,0,0,0
10197,10197,2,13,0,0,14,2,0,0,2,0,0,0
10198,10198,0,0,0,0,0,0,0,0,2,0,0,0
10199,10199,4,9,0,0,9,0,0,0,2,0,0,0
10200,10200,1,9,2,0,9,0,1,0,2,0,0,0
10201,10201,2,18,0,0,20,0,1,1,2,0,0,0
10202,10202,1,5,2,0,7,0,1,0,2,0,0,0
10203,10203,4,3,3,0,3,0,1,0,2,0,0,0
10204,10204,2,11,2,0,11,0,1,0,2,0,0,0
10205,10205,1,3,0,0,3,0,0,0,2,0,0,0
10206,10206,2,34,2,0.78,36,0,2,2,2,0,0,0
10207,10207,10,35,0,0,44,0,6,0,2,0,0,0
10208,10208,0,19,0,0,19,0,0,0,2,0,0,0
10209,10209,5,5,3,0,5,0,1,0,2,0,0,0
10210,10210,2,17,0,0,17,0,0,0,2,0,0,0
10211,10211,12,25,0,0,21,0,24,1,2,0,0,0
10212,10212,0,17,0,0,18,2,0,0,2,0,0,0
10213,10213,2,5,2,0.6,5,0,2,0,2,0,0,0
10214,10214,4,3,3,0,3,0,1,0,2,0,0,0
10215,10215,2,7,2,0.6,7,0,2,0,2,0,0,0
10216,10216,4,3,3,0,3,0,1,0,2,0,0,0
10217,10217,2,7,0,0,7,0,0,0,2,0,0,0
10218,10218,3,5,0,1,5,0,0,0,2,0,0,0
10219,10219,4,16,0,0.5,17,0,1,1,2,0,0,0
10220,10220,0,7,0,0,7,0,0,0,2,0,0,0
10221,10221,0,15,0,0,17,0,0,0,2,0,0,0
10222,10222,4,3,3,0,3,0,1,0,2,0,0,0
10223,10223,1,5,2,0,5,0,1,0,2,0,0,0
10224,10224,15,62,0,0,35,0,25,1,2,0,0,0
10225,10225,23,127,0,0,86,0,40,2,2,0,0,0
10226,10226,0,5,0,0,9,0,0,1,2,0,0,0
10228,10228,38,90,5,0.86,232,0,69,19,2,1,0,0
10229,10229,30,78,5,0,218,0,49,4,2,0,0,0
10230,10230,4,2,2,0,10,0,3,1,2,0,0,0
10231,10231,6,1,3,0,2,0,1,0,2,0,0,0
10232,10232,12,6,3,0.25,24,0,10,3,2,0,0,0
10233,10233,13,8,0,0,29,0,20,1,2,0,0,0
10234,10234,13,8,0,0,29,0,20,1,2,0,0,0
10235,10235,6,5,0,0,0,0,0,5,2,0,0,0
10236,10236,12,11,0,0,0,0,0,11,2,0,0,0
10237,10237,3,7,0,0,0,0,0,7,2,0,0,0
10238,10238,48,47,0,0,0,0,0,0,2,0,0,0
10239,10239,4,1,2,0,2,0,1,0,2,0,0,0
10240,10240,6,7,2,0,33,0,5,2,2,0,0,0
10241,10241,6,1,3,0,2,0,1,0,2,0,0,0
10242,10242,6,6,3,0.25,27,0,3,3,2,0,0,0
10243,10243,6,1,3,0,2,0,1,0,2,0,0,0
10244,10244,6,4,3,0,13,0,4,1,2,0,0,0
10245,10245,44,85,0,0,112,0,37,1,2,0,0,0
10246,10246,21,34,3,0,521,0,42,5,2,0,0,0
10247,10247,7,2,3,0,10,0,4,1,2,0,0,0
10248,10248,10,6,3,0,45,0,9,5,2,0,0,0
10249,10249,6,1,3,0,2,0,1,0,2,0,0,0
10250,10250,31,39,3,0.23,737,0,63,12,2,0,1,0.5
10251,10251,7,3,3,0,6,0,3,1,2,0,0,0
10252,10252,6,23,0,0.75,79,0,14,3,2,0,1,0.5
10253,10253,2,4,0,0,21,0,13,1,2,0,0,0
10254,10254,6,1,3,0,2,0,1,0,2,0,0,0
10255,10255,6,1,3,0,2,0,1,0,2,0,0,0
10256,10256,9,32,0,0.5,142,0,44,3,2,0,0,0
10257,10257,6,1,3,0,2,0,1,0,2,0,0,0
10258,10258,3,7,0,0,10,0,0,2,2,0,0,0
10259,10259,5,5,2,0,30,0,6,2,2,0,0,0
10260,10260,7,9,2,0.25,38,0,6,3,2,0,0,0
10261,10261,1,3,0,0,3,0,0,1,2,0,0,0
10262,10262,0,4,0,0,10,0,0,0,2,0,0,0
10263,10263,1,11,0,0,0,0,0,11,2,0,0,0
10264,10264,19,69,0,0,305,0,3,15,2,0,1,0.5
10265,10265,0,8,0,0.67,7,0,0,2,2,0,0,0
10266,10266,0,8,0,0.67,7,0,0,2,2,0,0,0
10267,10267,0,12,0,0.67,13,0,0,2,2,0,0,0
10268,10268,0,8,0,0.67,7,0,0,2,2,0,0,0
10269,10269,0,14,0,0.67,30,0,0,2,2,0,0,0
10270,10270,0,8,0,0.67,7,0,0,2,2,0,0,0
10271,10271,0,12,0,0.67,13,0,0,2,2,0,0,0
10272,10272,0,8,0,0.67,7,0,0,2,2,0,0,0
10273,10273,0,8,0,0.67,11,0,0,2,2,0,0,0
10274,10274,0,8,0,0.67,7,0,0,2,2,0,0,0
